title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Mileage,Fuel,Ground Clearance,Seating Capacity,Drive Type,Length,No. of Airbags,Boot Space,Range,Battery Capacity,Charging Time DC,Charging Time AC,Global NCAP Safety Rating,Top Speed
2017 Honda City i-VTEC CVT ZX,₹7.65 Lakh,"Andheri East, Mumbai",Dec 2017,Comprehensive,Petrol,5 Seats,"53,000 Kms",Mumbai,Second Owner,1497 cc,Automatic,2017,,,,,,,,,,,,,,,,
2015 Hyundai Grand i10 Asta,₹3.51 Lakh,"Nerul, Navi Mumbai",Feb 2015,Comprehensive,Petrol,5 Seats,"47,848 Kms",Mumbai,First Owner,1197 cc,Manual,2015,1197 cc,82 bhp,18.9 kmpl,Petrol,,,,3765mm,,,,,,,,
2021 Tata Nexon XZA Plus AMT S,₹9.70 Lakh,"Borivali West, Mumbai",Dec 2021,Expired,Petrol,5 Seats,"24,611 Kms",Mumbai,First Owner,1199 cc,Automatic,2021,,,,,,,,,,,,,,,,
2019 Honda Jazz V,₹5.73 Lakh,"West, Thane",Jul 2019,Comprehensive,Petrol,5 Seats,"37,534 Kms",Thane,First Owner,1199 cc,Manual,2019,1199 cc,88.50 bhp,17.1 kmpl,Petrol,,,,,2,,,,,,,
2018 BMW 3 Series GT Luxury Line,₹27.50 Lakh,"Andheri East, Mumbai",Feb 2018,Comprehensive,Diesel,5 Seats,"54,000 Kms",Thane,First Owner,1995 cc,Automatic,2018,1995 cc,188 bhp,,Diesel,,,RWD,,,,,,,,,226 kmph
2021 Maruti Wagon R ZXI 1.2,₹5.45 Lakh,"Juhu, Mumbai",Dec 2021,Comprehensive,Petrol,5 Seats,"34,000 Kms",Mumbai,First Owner,1197 cc,Manual,2021,1197 cc,81.80 bhp,20.52 kmpl,Petrol,,,,,2,,,,,,,
2020 Renault KWID 1.0 RXT AMT Opt,₹3.99 Lakh,Thane,Feb 2020,Expired,Petrol,5 Seats,"28,200 Kms",Mumbai,First Owner,999 cc,Automatic,2020,999 cc,67 bhp,22 kmpl,Petrol,,,,,2,,,,,,,
2016 Hyundai i20 Active 1.2 SX,₹5.25 Lakh,"Virar E, Mumbai",Jun 2016,Comprehensive,Petrol,5 Seats,"54,316 Kms",Mumbai,First Owner,1197 cc,Manual,2016,1197 cc,81.86 bhp,17.19 kmpl,Petrol,,,,3995mm,,,,,,,,
2016 Volkswagen Ameo 1.5 TDI Highline,₹4.16 Lakh,"Kandivali East, Mumbai",Jul 2016,Comprehensive,Diesel,5 Seats,"68,433 Kms",Thane,First Owner,1498 cc,Manual,2016,1498 cc,108.62 bhp,21.66 kmpl,Diesel,,,,,,,,,,,,
2019 Tata Harrier XZ,₹12.41 Lakh,"Navi, Mumbai",Feb 2019,Comprehensive,Diesel,5 Seats,"26,436 Kms",Mumbai,Second Owner,1956 cc,Manual,2019,1956 cc,167.67 bhp,16.35 kmpl,Diesel,,5,,,6,,,,,,,
2018 Maruti Baleno 1.2 Delta,₹5.50 Lakh,Thane,May 2018,Comprehensive,Petrol,5 Seats,"42,000 Kms",Mumbai,First Owner,1197 cc,Manual,2018,1197 cc,83.1 bhp,21.4 kmpl,Petrol,,,,3995mm,,,,,,,,
2016 Maruti S Cross Zeta,₹5.98 Lakh,"West, Thane",Jul 2016,Comprehensive,Petrol,5 Seats,"64,933 Kms",Mumbai,First Owner,1462 cc,Manual,2016,1462 cc,103.25 bhp,18.55 kmpl,Petrol,,,FWD,,,,,,,,,
2018 Mahindra TUV 300 T4 Plus,₹5.99 Lakh,"West, Thane",Mar 2018,Comprehensive,Diesel,7 Seats,"79,000 Kms",Pune,Second Owner,1493 cc,Manual,2018,1493 cc,100 bhp,18.49 kmpl,,184mm,,RWD,,,,,,,,,
2019 Hyundai i20 Sportz Plus BSIV,₹5.99 Lakh,Thane,Oct 2019,Comprehensive,Petrol,5 Seats,"34,494 Kms",Thane,First Owner,1197 cc,Manual,2019,1197 cc,81.86 bhp,18.6 kmpl,Petrol,,,,,2,,,,,,,
2020 Tata Nexon EV XZ Plus,₹9.75 Lakh,"Borivali West, Mumbai",Jun 2020,Expired,Electric,5 Seats,"28,000 Kms",Navi Mumbai,First Owner,,Automatic,2020,,127 bhp,,,,5,,,,,312 km,30.2 kWh,60 Mins,9.16 Hours,5 Star,
2014 Maruti Swift VXI,₹3.65 Lakh,"Mulund West, Mumbai",Nov 2014,Comprehensive,Petrol,5 Seats,"71,000 Kms",Mumbai,First Owner,1197 cc,Manual,2014,1197 cc,85.8 bhp,18.6 kmpl,Petrol,,,,3850mm,,,,,,,,
2020 Hyundai Venue S BSIV,₹8.40 Lakh,"West, Thane",Mar 2020,Third Party,Petrol,5 Seats,"37,545 Kms",Nashik,First Owner,1197 cc,Manual,2020,1197 cc,81.86 bhp,17.52 kmpl,Petrol,,,FWD,,,,,,,,,
2013 Maruti Swift LXI,₹3.25 Lakh,"Mira Road West, Mumbai",Nov 2013,Expired,Petrol,5 Seats,"40,000 Kms",Mumbai,First Owner,1197 cc,Manual,2013,1197 cc,85.8 bhp,18.6 kmpl,Petrol,,,,3850mm,,,,,,,,
2009 Mitsubishi Outlander 2.4,₹3 Lakh,"Jekegram, Thane",Jan 2009,Third Party,Petrol,5 Seats,"85,000 Kms",Thane,First Owner,2360 cc,Automatic,2009,2360 cc,,11.3 kmpl,Petrol,215 mm,5,All Wheel Drive,,,,,,,,,
2015 Hyundai Xcent Petrol,₹4.24 Lakh,"West, Thane",Nov 2015,Comprehensive,Petrol,,"57,004 Kms",Mumbai,First Owner,,Manual,2015,,,,Petrol,,,,,,,,,,,,
2023 Tata Harrier XMA AT,₹17 Lakh,"Mulund West, Mumbai",Jun 2023,Expired,Diesel,5 Seats,"10,480 Kms",Mumbai,Second Owner,1956 cc,Automatic,2023,1956 cc,167.67 bhp,14.6 kmpl,Diesel,,5,,,2,,,,,,,
2020 Land Rover Discovery Sport TD4 HSE 7S,₹46.75 Lakh,"Khar (w), Mumbai",Jun 2020,Comprehensive,Diesel,7 Seats,"49,000 Kms",Mumbai,Second Owner,1999 cc,Automatic,2020,1999 cc,148.31 bhp,,Diesel,,,4WD,,,,,,,,,180 kmph
2021 Hyundai Grand i10 Nios Sportz,₹5.95 Lakh,"Vadpe, Thane",Jul 2021,Expired,Petrol,5 Seats,"29,000 Kms",Mumbai,First Owner,1197 cc,Manual,2021,1197 cc,81.86 bhp,20.7 kmpl,Petrol,,,,,2,,,,,,,
2020 Hyundai Venue S BSIV,₹7.75 Lakh,"Virar E, Mumbai",Mar 2020,Comprehensive,Petrol,5 Seats,"18,414 Kms",Thane,First Owner,1197 cc,Manual,2020,1197 cc,81.86 bhp,17.52 kmpl,Petrol,,,FWD,,,,,,,,,
2022 Volkswagen Taigun 1.5 TSI GT BSVI,₹13 Lakh,"Borivali West, Mumbai",Dec 2022,Third Party,Petrol,5 Seats,"6,462 Kms",Mumbai,First Owner,1498 cc,Manual,2022,1498 cc,147.51 bhp,18.47 kmpl,Petrol,188,5,,,,,,,,,,
2019 Hyundai Venue SX Plus Turbo DCT,₹7.89 Lakh,"West, Thane",Aug 2019,Comprehensive,Petrol,5 Seats,"66,521 Kms",Thane,First Owner,998 cc,Automatic,2019,998 cc,118.35 bhp,18.15 kmpl,Petrol,,,FWD,,,,,,,,,
2021 MG Hector Sharp DCT,₹11.50 Lakh,"Andheri West, Mumbai",Feb 2021,Comprehensive,Petrol,5 Seats,"51,000 Kms",Mumbai,Second Owner,1451 cc,Automatic,2021,1451 cc,141 bhp,8.61 kmpl,,192,5,FWD,,,,,,,,,
2018 Honda City VX MT,₹7.30 Lakh,"West, Thane",Dec 2018,Comprehensive,Petrol,5 Seats,"56,675 Kms",Mumbai,First Owner,1498 cc,Manual,2018,1498 cc,119.35 bhp,18.6 kmpl,Petrol,,,,,6,,,,,,,
2017 Hyundai Creta 1.6 SX Diesel,₹8.53 Lakh,"Navi, Mumbai",Oct 2017,Comprehensive,Diesel,5 Seats,"59,948 Kms",Mumbai,First Owner,1582 cc,Manual,2017,1582 cc,126.2 bhp,20.5 kmpl,Diesel,,5,FWD,,,,,,,,,
2021 Hyundai Venue S,₹7.71 Lakh,"Ghatkopar West, Mumbai",Jun 2021,Comprehensive,Petrol,5 Seats,"25,081 Kms",kalyan,First Owner,1197 cc,Manual,2021,1197 cc,81.86 bhp,17.52 kmpl,Petrol,,,FWD,,,,,,,,,
2014 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹3.47 Lakh,"Dadar, Mumbai",Aug 2014,Comprehensive,Petrol,5 Seats,"45,880 Kms",Mumbai,First Owner,1197 cc,Manual,2014,1197 cc,81.86 bhp,18.9 kmpl,Petrol,,,,,2,,,,,,,
2020 Hyundai Venue S BSIV,₹7.25 Lakh,"Andheri West, Mumbai",Nov 2020,Expired,Petrol,5 Seats,"56,000 Kms",Mumbai,Second Owner,1197 cc,Manual,2020,1197 cc,81.86 bhp,17.52 kmpl,Petrol,,,FWD,,,,,,,,,
2021 Kia Seltos GTX Plus Diesel AT,₹15 Lakh,"Antop Hill, Mumbai",Jun 2021,Zero Dep,Diesel,5 Seats,"57,000 Kms",panvel,Second Owner,1493 cc,Automatic,2021,1493 cc,113.43 bhp,18 kmpl,Diesel,,5,FWD,,,,,,,,,
2016 Hyundai Grand i10 Magna,₹3.50 Lakh,"Mulund West, Mumbai",Jun 2016,Expired,Petrol,5 Seats,"60,865 Kms",kalyan,First Owner,1197 cc,Manual,2016,1197 cc,82 bhp,18.9 kmpl,Petrol,,,,3765mm,,,,,,,,
2018 Maruti Celerio ZXI AMT BSIV,₹4.45 Lakh,"Antop Hill, Mumbai",Jun 2018,Comprehensive,Petrol,5 Seats,"51,000 Kms",Mumbai,First Owner,998 cc,Automatic,2018,998 cc,67.04 bhp,23.1 kmpl,Petrol,,,,,1,,,,,,,
2011 Maruti Wagon R VXI 1.2,₹2.34 Lakh,"Dadar, Mumbai",Jul 2011,Comprehensive,Petrol,5 Seats,"56,331 Kms",Navi Mumbai,First Owner,1197 cc,Manual,2011,1197 cc,81.80 bhp,20.52 kmpl,Petrol,,,,,1,,,,,,,
2020 Hyundai Creta 1.6 SX Option,₹14.75 Lakh,"West, Thane",Aug 2020,Comprehensive,Petrol,5 Seats,"27,061 Kms",Mumbai,First Owner,1591 cc,Manual,2020,1591 cc,121.3 bhp,15.8 kmpl,Petrol,,5,FWD,,,,,,,,,
2018 Hyundai Creta 1.6 CRDi SX,₹9.21 Lakh,"West, Thane",Oct 2018,Comprehensive,Diesel,5 Seats,"57,405 Kms",Mumbai,First Owner,1582 cc,Manual,2018,1582 cc,126.2 bhp,19.67 kmpl,,190mm,5,FWD,,,,,,,,,
2021 Hyundai i20 Sportz IVT BSVI,₹8.35 Lakh,"West, Thane",Mar 2021,Comprehensive,Petrol,5 Seats,"33,011 Kms",panvel,First Owner,1197 cc,Automatic,2021,1197 cc,86.76 bhp,19.65 kmpl,Petrol,,,,,2,,,,,,,
2020 Toyota Fortuner 2.8 2WD MT,₹31 Lakh,"Malad, Mumbai",Oct 2020,Comprehensive,Diesel,7 Seats,"42,000 Kms",Mumbai,First Owner,2755 cc,Manual,2020,2755 cc,174.5 bhp,14.24 kmpl,,220mm,7,RWD,,,,,,,,,
2020 Renault Triber RXZ,₹5.40 Lakh,"West, Thane",Nov 2020,Comprehensive,Petrol,7 Seats,"80,167 Kms",panvel,First Owner,999 cc,Manual,2020,999 cc,71.01 bhp,20 kmpl,Petrol,,7,,,,,,,,,4 Star,
2013 Hyundai i20 Sportz 1.2,₹3.21 Lakh,Thane,Oct 2013,Expired,Petrol,5 Seats,"35,010 Kms",Navi Mumbai,First Owner,1197 cc,Manual,2013,1197 cc,82.85 bhp,18.5 kmpl,Petrol,,,,3995mm,,,,,,,,
2012 Toyota Fortuner 4x2 AT TRD Sportivo,₹10.45 Lakh,"Chembur, Mumbai",Apr 2012,Comprehensive,Diesel,7 Seats,"1,31,000 Kms",Navi Mumbai,Second Owner,2982 cc,Automatic,2012,2982 cc,168.7 bhp,12.55 kmpl,,220mm,7,FWD,,,,,,,,,
2017 Hyundai i20 Sportz 1.2,₹5.25 Lakh,"Antop Hill, Mumbai",Mar 2017,Third Party,Petrol,5 Seats,"57,000 Kms",Mumbai,Second Owner,1197 cc,Manual,2017,1197 cc,81.83 bhp,18.6 kmpl,Petrol,,,,3985mm,,,,,,,,
2017 Skoda Superb Style 1.8 TSI AT,₹13.49 Lakh,"Borivali West, Mumbai",Sept 2017,Comprehensive,Petrol,5 Seats,"67,000 Kms",Mumbai,First Owner,1798 cc,Automatic,2017,1798 cc,177.46 bhp,14.67 kmpl,Petrol,,,,,8,,,,,,,
2018 Mahindra TUV 300 T4 Plus,₹6.25 Lakh,"Andheri East, Mumbai",Feb 2019,Comprehensive,Diesel,7 Seats,"57,000 Kms",Mumbai,Second Owner,1493 cc,Manual,2018,1493 cc,100 bhp,18.49 kmpl,,184mm,,RWD,,,,,,,,,
2018 Mahindra XUV500 W8 2WD,₹8.99 Lakh,"Jogeshwari East, Mumbai",May 2018,Expired,Diesel,7 Seats,"80,000 Kms",vasai,First Owner,2179 cc,Manual,2018,2179 cc,140 bhp,16 kmpl,,200mm,7,FWD,,,,,,,,,
2022 Honda Amaze VX i-VTEC,₹8.15 Lakh,"Navi, Mumbai",Jul 2022,Comprehensive,Petrol,5 Seats,"34,178 Kms",Mumbai,First Owner,1198 cc,Manual,2022,1198 cc,86.7 bhp,17.8 kmpl,Petrol,,,,,,,,,,,,
2017 Renault KWID 1.0 AMT RXT,₹3.25 Lakh,Thane,Dec 2017,Expired,Petrol,5 Seats,"14,690 Kms",Mumbai,First Owner,999 cc,Automatic,2017,999 cc,67 bhp,24.04 kmpl,Petrol,,,,,1,,,,,,,
2021 Jeep Compass 1.4 Limited Opt DCT BSVI,₹18.75 Lakh,"Andheri East, Mumbai",Mar 2021,Comprehensive,Petrol,5 Seats,"21,000 Kms",Sangli,First Owner,1368 cc,Automatic,2021,1368 cc,160.77 bhp,14.1 kmpl,Petrol,,5,4x2,,,,,,,,,
2021 Maruti S-Presso VXI CNG,₹4.37 Lakh,"Dadar, Mumbai",Feb 2021,Comprehensive,CNG,4 Seats,"45,401 Kms",Mumbai,First Owner,998 cc,Manual,2021,998 cc,55.92 bhp,32.73 km/kg,CNG,,,,,2,,,,,,,
2021 Maruti Wagon R CNG LXI,₹5.45 Lakh,"Vadpe, Thane",Dec 2021,Expired,CNG,5 Seats,"27,000 Kms",kalyan,First Owner,998 cc,Manual,2021,998 cc,58.33 bhp,32.52 km/kg,CNG,,,,,1,,,,,,,
2019 Honda City i-VTEC CVT ZX,₹8.95 Lakh,"Andheri East, Mumbai",Mar 2019,Comprehensive,Petrol,5 Seats,"29,000 Kms",Mumbai,First Owner,1497 cc,Automatic,2019,1497 cc,117.6 bhp,18 kmpl,Petrol,,,,,6,,,,,,,
2015 Honda Jazz 1.2 V i VTEC,₹3.66 Lakh,"Mulund West, Mumbai",Dec 2015,Comprehensive,Petrol,5 Seats,"72,539 Kms",Mumbai,First Owner,1199 cc,Manual,2015,1199 cc,88.7 bhp,18.7 kmpl,Petrol,,,,3955mm,,,,,,,,
2017 Honda City i VTEC CVT VX,₹7.75 Lakh,"Malad West, Mumbai",Nov 2017,Comprehensive,Petrol,5 Seats,"36,000 Kms",Mumbai,First Owner,1497 cc,Automatic,2017,1497 cc,117.3 bhp,18 kmpl,Petrol,,,,,,,,,,,,
2013 Maruti Swift AMT ZXI,₹3.83 Lakh,"Dadar, Mumbai",Jul 2013,Comprehensive,Petrol,5 Seats,"34,520 Kms",Mumbai,First Owner,1197 cc,Automatic,2013,1197 cc,81.80 bhp,21.21 kmpl,Petrol,,,,,2,,,,,,,
2022 Tata Nexon EV XZ Plus,₹8.95 Lakh,"West, Thane",Feb 2022,Comprehensive,Electric,5 Seats,"50,383 Kms",Mumbai,First Owner,,Automatic,2022,,141.04 bhp,,,,5,,,,,453 km,40.5 kWh,56 Mins,15 Hours,5 Star,
2023 Mahindra Scorpio S 11 BSVI,₹19.40 Lakh,"Andheri, Mumbai",Oct 2023,Comprehensive,Diesel,7 Seats,"23,000 Kms",Mumbai,First Owner,2184 cc,Manual,2023,,,,,,,,,,,,,,,,
2019 Honda City V CVT,₹7.75 Lakh,"Goregaon West, Mumbai",Jan 2019,Expired,Petrol,5 Seats,"39,000 Kms",Mumbai,First Owner,1497 cc,Automatic,2019,1497 cc,117.6 bhp,17.4 kmpl,Petrol,,,,,2,,,,,,,
2018 Maruti Ciaz Zeta AT,₹6.78 Lakh,"West, Thane",Feb 2018,Comprehensive,Petrol,5 Seats,"38,894 Kms",Mumbai,First Owner,1462 cc,Automatic,2018,1462 cc,103.25 bhp,20.04 kmpl,Petrol,,,,,,510 Litres,,,,,,
2021 Jeep Compass 1.4 Limited Opt DCT BSVI,₹18.75 Lakh,"Khar (w), Mumbai",Mar 2021,Comprehensive,Petrol,5 Seats,"21,000 Kms",Sangli,First Owner,1368 cc,Automatic,2021,1368 cc,160.77 bhp,14.1 kmpl,Petrol,,5,4x2,,,,,,,,,
2020 Maruti S-Presso VXI Opt CNG,₹4.49 Lakh,"Navi, Mumbai",Sept 2020,Comprehensive,CNG,4 Seats,"40,561 Kms",panvel,First Owner,998 cc,Manual,2020,998 cc,58.33 bhp,,CNG,,,,3565,2,,,,,,,
2022 Renault Triber RXT,₹6.39 Lakh,"West, Thane",Aug 2022,Comprehensive,Petrol,7 Seats,"23,910 Kms",Navi Mumbai,First Owner,999 cc,Manual,2022,999 cc,71.01 bhp,20 kmpl,Petrol,,7,,,,,,,,,4 Star,
2023 Audi A4 Premium Plus BSVI,₹33.95 Lakh,"Goregaon (w), Mumbai",Mar 2023,Expired,Petrol,5 Seats,"2,800 Kms",Daman,First Owner,1998 cc,Automatic,2023,1998 cc,187.74 bhp,,Petrol,,,,,8,,,,,,,
2022 Hyundai Santro Sportz Executive CNG,₹5.43 Lakh,"Navi, Mumbai",Jun 2022,Comprehensive,CNG,5 Seats,"30,675 Kms",Mumbai,First Owner,1086 cc,Manual,2022,1086 cc,59.18 bhp,30.48 km/kg,CNG,,,,,1,,,,,,,
2015 Maruti Celerio ZXI,₹3.73 Lakh,"Kandivali East, Mumbai",Nov 2015,Comprehensive,Petrol,5 Seats,"14,122 Kms",panvel,First Owner,998 cc,Manual,2015,,,,,,,,,,,,,,,,
2017 Honda City i VTEC VX,₹6.75 Lakh,"Mulund East, Mumbai",Jul 2017,Comprehensive,Petrol,5 Seats,"33,862 Kms",Mumbai,First Owner,1497 cc,Manual,2017,1497 cc,117.3 bhp,17.8 kmpl,Petrol,,,,,,,,,,,,
2019 Hyundai Venue SX Plus Turbo DCT BSIV,₹8.75 Lakh,"Malad West, Mumbai",Jun 2019,Comprehensive,Petrol,5 Seats,"45,270 Kms",Mumbai,First Owner,998 cc,Automatic,2019,998 cc,118.35 bhp,18.15 kmpl,Petrol,,,FWD,,,,,,,,,
2013 Hyundai i20 Magna,₹3.25 Lakh,Thane,Feb 2013,Third Party,Petrol,5 Seats,"45,600 Kms",Mumbai,First Owner,1197 cc,Manual,2013,1197 cc,82.85 bhp,18.5 kmpl,Petrol,,,,3995mm,,,,,,,,
2011 Toyota Innova 2.5 V Diesel 7-seater,₹6.25 Lakh,"Vitthalwadi, Thane",Feb 2012,Third Party,Diesel,7 Seats,"1,14,000 Kms",Thane,Second Owner,2494 cc,Manual,2011,,,,,,,,,,,,,,,,
2018 Maruti Baleno 1.2 CVT Alpha,₹6.25 Lakh,"Mira Road West, Mumbai",Mar 2018,Comprehensive,Petrol,5 Seats,"51,000 Kms",Mumbai,First Owner,1197 cc,Automatic,2018,1197 cc,83.1 bhp,21.4 kmpl,Petrol,,,,3995mm,,,,,,,,
2022 MG Astor Super EX BSVI,₹9.97 Lakh,"Navi, Mumbai",Jan 2023,Comprehensive,Petrol,5 Seats,"10,328 Kms",Mumbai,First Owner,1498 cc,Manual,2022,1498 cc,108.49 bhp,,Petrol,,5,,,2,,,,,,,
2013 Honda Brio V MT,₹2.35 Lakh,"Navi, Mumbai",Jul 2014,Comprehensive,Petrol,5 Seats,"75,086 Kms",Mumbai,Second Owner,1198 cc,Manual,2013,1198 cc,86.8 bhp,19.4 kmpl,Petrol,,,,3610mm,,,,,,,,
2017 Mahindra XUV500 W9 AT,₹8.86 Lakh,"Dadar, Mumbai",May 2017,Comprehensive,Diesel,7 Seats,"1,05,184 Kms",Mumbai,Second Owner,2179 cc,Automatic,2017,2179 cc,152.87 bhp,15.1 kmpl,,200mm,7,FWD,,,,,,,,,
2018 Renault Duster Petrol RXS CVT,₹6.59 Lakh,"Kandivali East, Mumbai",Aug 2018,Comprehensive,Petrol,5 Seats,"52,951 Kms",kalyan,First Owner,1498 cc,Automatic,2018,1498 cc,104.5 bhp,14.99 kmpl,,205mm,,FWD,,,,,,,,,
2011 Toyota Etios G,₹1.99 Lakh,"Andheri West, Mumbai",Apr 2011,Third Party,Petrol,5 Seats,"65,000 Kms",Mumbai,First Owner,1496 cc,Manual,2011,1496 cc,88.73 bhp,17.6 kmpl,Petrol,,,,,,,,,,,,
2012 Hyundai i10 Sportz,₹2.95 Lakh,Thane,Mar 2013,Expired,Petrol,5 Seats,"71,000 Kms",Thane,First Owner,1197 cc,Manual,2012,,,,,,,,,,,,,,,,
2021 Maruti Wagon R LXI CNG,₹5.45 Lakh,"Navi, Mumbai",Feb 2021,Comprehensive,CNG,5 Seats,"43,474 Kms",Thane,First Owner,998 cc,Manual,2021,998 cc,58.16 bhp,26.6 km/kg,CNG,,,,3599mm,,,,,,,,
2021 Renault Kiger RXZ Turbo CVT,₹6.75 Lakh,Mira Road,Jul 2021,Comprehensive,Petrol,5 Seats,"72,000 Kms",Navi Mumbai,First Owner,999 cc,Automatic,2021,999 cc,98.63 bhp,18.24 kmpl,Petrol,205,,,,,,,,,,,
2018 Tata Nexon 1.5 Revotorq XMA,₹6.95 Lakh,"Matunga West, Mumbai",Sept 2018,Comprehensive,Diesel,5 Seats,"52,000 Kms",kalyan,Second Owner,1497 cc,Automatic,2018,1497 cc,108.5 bhp,21.5 kmpl,Diesel,,,FWD,,,,,,,,,
2020 Hyundai Venue SX Plus Turbo DCT,₹8.95 Lakh,"West, Thane",Mar 2020,Comprehensive,Petrol,5 Seats,"51,101 Kms",Mumbai,First Owner,998 cc,Automatic,2020,998 cc,118.35 bhp,18.15 kmpl,Petrol,,,FWD,,,,,,,,,
2021 Maruti Wagon R VXI 1.2,₹5.30 Lakh,"Vitthalwadi, Thane",May 2021,Expired,Petrol,5 Seats,"20,000 Kms",kalyan,First Owner,1197 cc,Manual,2021,1197 cc,81.80 bhp,20.52 kmpl,Petrol,,,,,1,,,,,,,
2022 Kia Carens Luxury Plus Diesel AT 6 STR BSVI,₹17.50 Lakh,"Malad, Mumbai",Mar 2022,Third Party,Diesel,6 Seats,"45,025 Kms",Mumbai,First Owner,1493 cc,Automatic,2022,1493 cc,114.41 bhp,,Diesel,,"6, 7",,,6,,,,,,3 Star,
2020 Hyundai Santro Magna,₹3.75 Lakh,"Andheri East, Mumbai",Oct 2020,Comprehensive,Petrol,5 Seats,"27,000 Kms",Mumbai,First Owner,1086 cc,Manual,2020,1086 cc,68.05 bhp,20.3 kmpl,Petrol,,,,,2,,,,,,,
2018 Maruti Ciaz Petrol,₹6.28 Lakh,"Kandivali East, Mumbai",Feb 2018,Comprehensive,Diesel,,"62,813 Kms",Mumbai,Second Owner,1248 cc,Manual,2018,1248 cc,88.5 bhp,,Diesel,,,,,,,,,,,,
2016 Tata Tiago 1.2 Revotron XM,₹2.84 Lakh,"Mulund West, Mumbai",Jul 2016,Comprehensive,Petrol,5 Seats,"52,875 Kms",vasai,First Owner,1199 cc,Manual,2016,1199 cc,84 bhp,23.84 kmpl,Petrol,,,,3746mm,,,,,,,,
2017 Hyundai Grand i10 1.2 CRDi Sportz Option,₹3.95 Lakh,"Matunga West, Mumbai",Oct 2017,Comprehensive,Diesel,5 Seats,"8,000 Kms",vasai,Third Owner,1186 cc,Manual,2017,1186 cc,73.97 bhp,24 kmpl,Diesel,,,,3765mm,,,,,,,,
2017 BMW 3 Series GT Luxury Line,₹20 Lakh,"Mulund West, Mumbai",Jul 2017,Expired,Diesel,5 Seats,"32,000 Kms",Mumbai,Second Owner,1995 cc,Automatic,2017,1995 cc,188 bhp,,Diesel,,,RWD,,,,,,,,,226 kmph
2024 Hyundai Alcazar Signature (O) AT,₹20.75 Lakh,"Andheri, Mumbai",Feb 2024,Comprehensive,Petrol,6 Seats,"16,000 Kms",Thane,First Owner,1999 cc,Automatic,2024,1999 cc,156.9 bhp,14.2 kmpl,Petrol,,7,,,6,,,,,,,
2015 Hyundai Creta 1.6 CRDi SX,₹7.85 Lakh,"Juhu, Mumbai",Sept 2015,Expired,Diesel,5 Seats,"83,000 Kms",Mumbai,First Owner,1582 cc,Manual,2015,1582 cc,126.2 bhp,19.67 kmpl,,190mm,5,FWD,,,,,,,,,
2014 Honda City i VTEC CVT VX,₹5.50 Lakh,"Andheri East, Mumbai",Jul 2014,Comprehensive,Petrol,5 Seats,"54,000 Kms",Mumbai,First Owner,1497 cc,Automatic,2014,1497 cc,117.3 bhp,18 kmpl,Petrol,,,,,,,,,,,,
2014 Volkswagen Polo Cup Edition Comfortline,₹3.42 Lakh,"Navi, Mumbai",Nov 2014,Comprehensive,Petrol,5 Seats,"63,904 Kms",Mumbai,First Owner,999 cc,Manual,2014,999 cc,75 bhp,18.78 kmpl,Petrol,,,,3971mm,,,,,,,,
2022 Honda Amaze VX i-VTEC,₹8.50 Lakh,"Ghatkopar West, Mumbai",Oct 2022,Comprehensive,Petrol,5 Seats,"14,904 Kms",panvel,First Owner,1198 cc,Manual,2022,1198 cc,86.7 bhp,17.8 kmpl,Petrol,,,,,,,,,,,,
2016 Hyundai Creta 1.6 CRDi SX,₹8.50 Lakh,Mumbai,2016,Expired,Diesel,5 Seats,"55,000 Kms",panvel,Second Owner,1582 cc,Manual,2016,1582 cc,126.2 bhp,19.67 kmpl,,190mm,5,FWD,,,,,,,,,
2010 Honda Jazz Select Edition Active,₹1.60 Lakh,"Antop Hill, Mumbai",May 2010,Expired,Petrol,5 Seats,"94,809 Kms",Thane,Second Owner,1198 cc,Manual,2010,1198 cc,,16 kmpl,Petrol,,,,3900mm,,,,,,,,
2015 Maruti Wagon R LXI CNG,₹3.50 Lakh,Thane,Oct 2015,Third Party,CNG,5 Seats,"43,000 Kms",Thane,First Owner,998 cc,Manual,2015,998 cc,58.16 bhp,26.6 km/kg,CNG,,,,3599mm,,,,,,,,
2017 Jeep Compass 2.0 Sport,₹7.49 Lakh,"Kandivali East, Mumbai",Oct 2017,Expired,Diesel,5 Seats,"72,033 Kms",Navi Mumbai,Second Owner,1956 cc,Manual,2017,1956 cc,170 bhp,17.1 kmpl,,178mm,5,4X2,,,,,,,,,
2022 Honda City ZX CVT,₹13.50 Lakh,"Andheri East, Mumbai",Jun 2022,Comprehensive,Petrol,5 Seats,"12,000 Kms",Thane,First Owner,1498 cc,Automatic,2022,1498 cc,119.35 bhp,18.3 kmpl,Petrol,,,,,6,,,,,,,
2018 Renault KWID Climber 1.0 MT,₹3.44 Lakh,"West, Thane",Oct 2018,Comprehensive,Petrol,5 Seats,"34,618 Kms",vasai,Second Owner,999 cc,Manual,2018,999 cc,67 bhp,23.01 kmpl,Petrol,,,,,1,,,,,,,
