Year of Manufacture,Kms Driven,Power,Mileage,Engine Displacement,Brand,Model,Transmission,Fuel Type,City,price
2011,50000,85.8,17.5,1197.0,Maruti,Swift Dzire 1.2 Vxi BSIV,Manual,Petrol,Coimbatore,190000
2017,69000,81.8,21.21,1197.0,Maruti,Swift VXI,Manual,Petrol,Ahmedabad,475000
2013,97500,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Manual,Petrol,Ahmedabad,333000
2015,78000,81.83,18.6,1197.0,Hyundai,i20 Sportz Option 1.2,Manual,Petrol,Ahmedabad,525000
2012,90000,47.3,22.74,796.0,Maruti,Alto 800 LXI,Manual,Petrol,Coimbatore,130000
2018,72000,88.5,25.1,1248.0,Maruti,S Cross Zeta DDiS 200 SH,Manual,Diesel,Ahmedabad,775000
2019,76031,197.0,10.91,3198.0,Ford,Endeavour 3.2 Titanium AT 4X4,Automatic,Diesel,Ahmedabad,2224000
2020,44000,127.0,19.529431028174166,1440.1495461749028,Tata,Nexon EV XZ Plus,Automatic,Electric,Ahmedabad,900000
2017,103746,88.5,19.529431028174166,1248.0,Maruti,Ciaz Petrol,Manual,Diesel,Ahmedabad,495000
2018,61300,98.6,25.8,1498.0,Honda,Amaze S i-DTEC,Manual,Diesel,Ahmedabad,490000
2016,39000,86.8,19.4,1198.0,Honda,Brio S MT,Manual,Petrol,Ahmedabad,375000
2016,101644,67.05,21.63,998.0,Maruti,Celerio VXI,Manual,Petrol,Ahmedabad,280000
2012,54000,67.1,20.92,998.0,Maruti,Alto K10 LXI,Manual,Petrol,Ahmedabad,225000
2023,23000,81.86,20.7,1197.0,Hyundai,Grand i10 Nios Sportz,Manual,Petrol,Ahmedabad,650000
2016,47000,81.83,18.6,1197.0,Hyundai,i20 Asta 1.2,Manual,Petrol,Ahmedabad,535000
2023,17290,245.59,19.529431028174166,1984.0,Audi,Q5 Technology,Automatic,Petrol,Ahmedabad,5550000
2022,57000,167.67,16.35,1956.0,Tata,Harrier XZ Plus Dark Edition,Manual,Diesel,Ahmedabad,1889999
2021,39437,81.8,20.52,1197.0,Maruti,Wagon R VXI 1.2,Manual,Petrol,Ahmedabad,462000
2014,61000,108.45,19.01,1461.0,Renault,Duster 110PS Diesel RxL,Manual,Diesel,Ahmedabad,411000
2023,20000,113.98,19.4,999.0,Volkswagen,Virtus Topline,Manual,Petrol,Coimbatore,1150000
2020,54000,67.05,21.7,998.0,Maruti,S-Presso VXI Plus AT 2019-2022,Automatic,Petrol,Ahmedabad,385000
2016,88000,83.1,21.4,1197.0,Maruti,Baleno 1.2 Sigma,Manual,Petrol,Ahmedabad,450000
2019,63063,81.86,20.14,1197.0,Hyundai,Xcent 1.2 VTVT S,Manual,Petrol,Ahmedabad,475000
2020,74700,72.0,20.0,999.0,Renault,Triber RXT BSIV,Manual,Petrol,Ahmedabad,530000
2021,39304,118.35,17.33,1199.0,Tata,Nexon XM BSVI,Manual,Petrol,Ahmedabad,686000
2020,34000,81.86,20.5,1197.0,Hyundai,Aura S,Manual,Petrol,Ahmedabad,640000
2015,55000,83.8,15.3,2956.0,Tata,Sumo Gold LX,Manual,Diesel,Ahmedabad,350000
2017,61000,108.91762795275592,19.529431028174166,1497.0,Honda,City i VTEC VX,Manual,Petrol,Ahmedabad,695000
2021,48045,113.18,19.529431028174166,1497.0,Hyundai,Creta S BSVI,Manual,Petrol,Ahmedabad,1225000
2023,80000,167.67,14.6,1956.0,Tata,Harrier XZA Plus (O) Dark Edition AT,Automatic,Diesel,Coimbatore,1900000
2018,77163,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Manual,Petrol,Ahmedabad,436000
2020,52000,81.86,20.7,1197.0,Hyundai,Grand i10 Nios Sportz,Manual,Petrol,Ahmedabad,615000
2014,59371,68.05,19.81,1086.0,Hyundai,i10 Sportz 1.1L,Manual,Petrol,Ahmedabad,325000
2014,92000,117.3,18.0,1497.0,Honda,City i VTEC CVT SV,Automatic,Petrol,Ahmedabad,521000
2020,97000,167.67,14.6,1956.0,Tata,Harrier XZA Plus AT BSVI,Automatic,Diesel,Ahmedabad,1350000
2022,48000,113.42,20.4,1493.0,Hyundai,Alcazar Prestige Diesel,Manual,Diesel,Ahmedabad,1600000
2021,44001,88.5,22.38,1197.0,Maruti,Swift VXI,Manual,Petrol,Ahmedabad,590000
2014,40823,108.91762795275592,17.0,1197.0,Hyundai,i20 Sportz Petrol,Manual,Petrol,Ahmedabad,335000
2019,88000,108.91762795275592,19.529431028174166,1498.0,Honda,Amaze S Diesel BSIV,Manual,Diesel,Ahmedabad,550000
2023,19000,80.46,19.3,1198.0,Citroen,C3 Puretech 82 Feel,Manual,Petrol,Ahmedabad,650000
2018,110000,258.0,19.529431028174166,2987.0,Mercedes-Benz,GLS 350d 4MATIC,Automatic,Diesel,New Delhi,4890000
2013,75000,108.91762795275592,19.529431028174166,2967.0,Audi,Q7 3.0 TDI quattro,Automatic,Diesel,New Delhi,1390000
2017,39862,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Asta,Manual,Petrol,Ahmedabad,453000
2010,40000,67.0,18.9,1061.0,Maruti,Wagon R LXI Minor,Manual,Petrol,Coimbatore,70000
2018,89000,170.0,17.1,1956.0,Jeep,Compass 2.0 Sport,Manual,Diesel,Ahmedabad,890000
2012,51000,98.6,15.0,1396.0,Hyundai,i20 Sportz AT 1.4,Automatic,Petrol,Ahmedabad,325000
2015,43000,81.83,18.6,1197.0,Hyundai,i20 Asta 1.2,Manual,Petrol,Ahmedabad,550000
2016,80000,82.0,19.1,1197.0,Hyundai,Xcent VTVT Plus ABS,Manual,Petrol,Coimbatore,409999
2019,62500,126.2,22.0,1582.0,Hyundai,Verna CRDi 1.6 AT SX Option,Automatic,Diesel,Ahmedabad,925000
2015,95290,117.3,17.4,1497.0,Honda,City i VTEC V,Manual,Petrol,Ahmedabad,475000
2015,52145,67.04,20.51,998.0,Maruti,Wagon R VXI BS IV,Manual,Petrol,Ahmedabad,322000
2016,46000,188.0,20.68,1995.0,BMW,X1 sDrive 20d xLine,Automatic,Diesel,Ahmedabad,1875000
2012,160000,108.91762795275592,19.529431028174166,1248.0,Tata,Indica Quadrajet VX,Manual,Diesel,Coimbatore,160000
2018,83253,81.83,18.6,1197.0,Hyundai,i20 1.2 Asta,Manual,Petrol,Ahmedabad,605000
2021,64708,108.62,16.24,999.0,Skoda,Rapid 1.0 TSI Ambition AT,Automatic,Petrol,Ahmedabad,775000
2015,87000,100.6,19.529431028174166,2494.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater BS IV,Manual,Diesel,Ahmedabad,894999
2012,50143,108.91762795275592,17.0,1197.0,Hyundai,i20 Era Petrol,Manual,Petrol,Ahmedabad,238000
2014,70201,108.91762795275592,17.0,1197.0,Hyundai,i20 Sportz Petrol,Manual,Petrol,Ahmedabad,275000
2019,120000,113.42,17.8,1493.0,Kia,Seltos HTK Plus AT D,Automatic,Diesel,Coimbatore,1150000
2021,53000,241.3,14.11,1984.0,Audi,A6 45 TFSI Technology WO Matrix BSVI,Automatic,Petrol,Chennai,3990000
2017,37946,88.7,19.0,1199.0,Honda,Jazz 1.2 V AT i VTEC,Automatic,Petrol,Chennai,577000
2018,84000,83.8,19.87,1461.0,Renault,Duster 85PS Diesel RxS,Manual,Diesel,Chennai,699000
2020,93690,47.33,22.05,796.0,Maruti,Alto 800 VXI BSVI,Manual,Petrol,Chennai,335000
2021,7000,108.91762795275592,19.529431028174166,1950.0,Mercedes-Benz,E-Class Exclusive E 220d,Automatic,Diesel,Coimbatore,6200000
2012,62850,108.91762795275592,17.0,1197.0,Hyundai,i20 Sportz Petrol,Manual,Petrol,Chennai,288000
2014,125876,74.0,22.9,1248.0,Maruti,Swift ZDi,Manual,Diesel,Chennai,480000
2012,70000,224.0,19.529431028174166,2987.0,Mercedes-Benz,GL-Class 350 CDI Luxury,Automatic,Diesel,Chennai,1950000
2020,42972,119.35,18.6,1498.0,Honda,City V MT,Manual,Petrol,Chennai,919999
2011,104567,108.91762795275592,19.5,1061.0,Maruti,Estilo LXI,Manual,Petrol,Chennai,200000
2016,60000,83.1,21.4,1197.0,Maruti,Baleno 1.2 Delta,Manual,Petrol,Chennai,540000
2010,40000,62.1,17.92,1086.0,Hyundai,Santro Xing GLS,Manual,Petrol,Coimbatore,180000
2022,4100,636.98,19.529431028174166,1440.1495461749028,Audi,RS e-tron GT Quattro,Automatic,Electric,Chennai,12900000
2016,63000,188.0,19.529431028174166,1995.0,BMW,3 Series GT Sport,Automatic,Diesel,Chennai,2350000
2015,35102,53.3,25.17,799.0,Renault,KWID RXT,Manual,Petrol,Chennai,266000
2019,34441,65.71,26.0,998.0,Maruti,Celerio ZXI AMT,Automatic,Petrol,Chennai,513999
2017,45001,117.3,18.0,1497.0,Honda,City i VTEC CVT SV,Automatic,Petrol,Chennai,800000
2022,23000,113.45,18.0,1493.0,Hyundai,Creta SX Diesel,Manual,Diesel,Chennai,1530000
2024,20000,82.0,17.0,1197.0,Hyundai,Aura SX Plus AMT,Automatic,Petrol,Coimbatore,860000
2021,9000,168.0,17.1,1956.0,Jeep,Compass 2.0 Model S Opt,Manual,Diesel,Chennai,2100000
2021,42000,187.74,19.62,1995.0,BMW,X1 sDrive20d xLine,Automatic,Diesel,Chennai,3200000
2014,90000,93.7,14.95,2489.0,Mahindra,Xylo D4,Manual,Diesel,Chennai,450000
2021,20000,47.33,22.05,796.0,Maruti,Alto 800 VXI Plus BSVI,Manual,Petrol,Coimbatore,365000
2012,80001,170.0,19.529431028174166,2143.0,Mercedes-Benz,E-Class 220 CDI,Automatic,Diesel,Chennai,1300000
2017,20000,152.88,13.03,1999.0,Hyundai,Tucson 2.0 Dual VTVT 2WD MT,Manual,Petrol,Chennai,1390000
2017,70000,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Asta,Manual,Petrol,Chennai,450000
2014,80000,81.83,18.6,1197.0,Hyundai,i20 Magna 1.2,Manual,Petrol,Chennai,380000
2022,90000,167.67,17.1,1956.0,Jeep,Compass Model S Diesel BSVI,Manual,Diesel,Coimbatore,2050000
2016,130000,190.0,19.529431028174166,1995.0,BMW,3 Series 320d,Automatic,Diesel,Chennai,1350000
2023,20000,189.08,14.34,1998.0,Mini,Cooper Countryman S JCW Inspired,Automatic,Petrol,Chennai,3800000
2019,58321,174.5,18.19,1984.0,Skoda,Superb LK 2.0 TDI AT,Automatic,Diesel,Chennai,2590000
2023,26189,67.06,22.3,999.0,Renault,KWID 1.0 RXT AMT,Automatic,Petrol,Chennai,553000
2022,37477,81.8,20.89,1197.0,Maruti,Ignis Zeta BSVI,Manual,Petrol,Chennai,532000
2022,23241,67.06,22.3,999.0,Renault,KWID 1.0 RXT AMT BSVI,Automatic,Petrol,Chennai,480999
2017,77000,147.51,19.529431028174166,1968.0,Audi,Q3 30 TDI Premium FWD,Automatic,Diesel,Chennai,2400000
2019,69749,138.0,16.1,1353.0,Kia,Seltos GTK,Manual,Petrol,Chennai,874000
2019,28000,118.35,18.15,998.0,Hyundai,Venue SX Plus Turbo DCT BSIV,Automatic,Petrol,Chennai,750000
2019,70000,103.2,16.09,1598.0,Volkswagen,Vento 1.6 Highline,Manual,Petrol,Chennai,725000
2009,56000,108.91762795275592,13.0,2987.0,Mercedes-Benz,S-Class 320 CDI,Automatic,Diesel,Chennai,1250000
2020,59590,65.71,21.7,998.0,Maruti,S-Presso VXI Plus 2019-2022,Manual,Petrol,Chennai,365000
2021,55802,103.26,18.76,1462.0,Maruti,Vitara Brezza VXI AT,Automatic,Petrol,Chennai,792000
2020,54877,118.35,18.27,998.0,Hyundai,Venue SX Turbo BSIV,Manual,Petrol,Chennai,715000
2014,60477,108.91762795275592,19.529431028174166,1197.0,Hyundai,Grand i10 Sportz,Manual,Petrol,Chennai,331000
2018,42141,47.3,24.7,796.0,Maruti,Alto 800 VXI,Manual,Petrol,Chennai,332000
2021,30000,150.0,8.0,1997.0,Mahindra,Thar LX 4WD Hard Top AT BSVI,Automatic,Petrol,Coimbatore,1300000
2021,31353,118.36,20.0,998.0,Hyundai,i20 Asta Turbo iMT,Manual,Petrol,Chennai,727000
2009,67854,62.1,17.92,1086.0,Hyundai,Santro Xing GLS,Manual,Petrol,Chennai,195000
2018,72679,81.86,17.19,1197.0,Hyundai,i20 Active 1.2 S,Manual,Petrol,Chennai,529000
2018,49915,108.91762795275592,22.0,814.0,Hyundai,EON Magna,Manual,Petrol,Chennai,347000
2017,72531,67.04,23.1,998.0,Maruti,Celerio ZXI AT Optional,Automatic,Petrol,Chennai,409999
2018,94128,83.1,21.4,1197.0,Maruti,Baleno 1.2 Zeta,Manual,Petrol,Chennai,539000
2021,7087,65.71,24.76,998.0,Maruti,S-Presso VXI,Manual,Petrol,Chennai,459999
2005,60000,203.0,19.529431028174166,2497.0,Mercedes-Benz,E-Class E240 V6 AT,Automatic,Petrol,Coimbatore,350000
2019,30000,103.2,16.09,1598.0,Volkswagen,Vento 1.6 Highline BSIV,Manual,Petrol,Coimbatore,950000
2011,70000,67.1,19.0,998.0,Maruti,Zen Estilo VXI BSIV,Manual,Petrol,Chennai,170000
2019,37935,121.3,15.8,1591.0,Hyundai,Creta 1.6 E Plus,Manual,Petrol,Chennai,727000
2020,29535,74.0,27.39,1248.0,Maruti,Baleno Zeta Diesel,Manual,Diesel,Chennai,659000
2013,27858,108.91762795275592,19.529431028174166,796.0,Maruti,Alto 800 LXi,Manual,Petrol,Chennai,259000
2023,10000,183.72,19.529431028174166,1987.0,Toyota,Innova Hycross ZX(O) Hybrid,Automatic,Petrol,Chennai,3750000
2020,73069,113.42,16.8,1497.0,Kia,Seltos HTX IVT G,Automatic,Petrol,Chennai,1140000
2021,38347,67.0,21.74,999.0,Renault,KWID 1.0 RXT Opt,Manual,Petrol,Chennai,387000
2015,69218,98.63,24.7,1498.0,Honda,Amaze S Diesel,Manual,Diesel,Chennai,509999
2014,55000,116.3,16.8,1497.0,Honda,City V MT,Manual,Petrol,Chennai,526000
2019,35225,75.1,17.74,999.0,Volkswagen,Polo 1.0 MPI Comfortline,Manual,Petrol,Chennai,493000
2019,60000,138.08,16.5,1353.0,Kia,Seltos GTX Plus DCT,Automatic,Petrol,Chennai,1150000
2015,40000,91.2,20.73,1373.0,Maruti,Ciaz ZXi Option,Manual,Petrol,Chennai,509999
2013,70712,74.0,23.4,1248.0,Maruti,Swift Dzire LDI,Manual,Diesel,Chennai,475000
2016,220000,197.0,14.2,3198.0,Ford,Endeavour Titanium Plus 4X4,Automatic,Diesel,Chennai,1850000
2015,63000,86.8,19.4,1198.0,Honda,Brio S MT,Manual,Petrol,Chennai,360000
2016,42000,121.3,14.8,1591.0,Hyundai,Creta 1.6 SX Automatic,Automatic,Petrol,Chennai,840000
2019,53000,167.68,17.41,1956.0,MG,Hector Sharp Diesel MT,Manual,Diesel,Chennai,1650000
2020,49000,113.43,19.529431028174166,1493.0,Kia,Sonet GTX Plus Diesel AT BSVI,Automatic,Diesel,Chennai,1250000
2022,8882,65.71,24.39,998.0,Maruti,Alto K10 VXI Plus,Manual,Petrol,Chennai,438000
2017,92242,105.5,17.43,1396.0,Hyundai,Verna 1.4 VTVT,Manual,Petrol,Chennai,570000
2016,54000,67.0,20.51,998.0,Maruti,Wagon R AMT VXI Option,Automatic,Petrol,Chennai,434999
2007,61000,130.0,13.5,1799.0,Honda,Civic 1.8 (E) MT,Manual,Petrol,Chennai,375000
2010,63000,62.1,17.92,1086.0,Hyundai,Santro Xing GLS,Manual,Petrol,Chennai,190000
2022,24000,88.5,22.38,1197.0,Maruti,Swift VXI BSVI,Manual,Petrol,Chennai,699000
2022,62092,113.45,18.0,1493.0,Hyundai,Creta SX Diesel BSVI,Manual,Diesel,Chennai,1535000
2018,79584,88.7,18.7,1199.0,Honda,Jazz 1.2 V i VTEC,Manual,Petrol,Chennai,497000
2019,65565,88.7,23.7,1396.0,Hyundai,Venue SX Opt Diesel BSIV,Manual,Diesel,Chennai,835000
2018,78437,67.04,20.51,998.0,Maruti,Wagon R VXI BS IV,Manual,Petrol,Chennai,379000
2014,121314,98.63,24.7,1498.0,Honda,Amaze VX Diesel,Manual,Diesel,Chennai,370000
2022,30000,167.67,17.1,1956.0,Jeep,Compass Model S Diesel BSVI,Manual,Diesel,Coimbatore,2200000
2017,70000,81.8,20.89,1197.0,Maruti,Ignis 1.2 Delta BSIV,Manual,Petrol,Coimbatore,459999
2009,90000,78.9,20.36,1197.0,Hyundai,i10 Magna 1.2,Manual,Petrol,Coimbatore,208000
2015,64730,82.0,18.9,1197.0,Hyundai,Grand i10 Asta,Manual,Petrol,Chennai,378000
2017,30000,121.3,15.29,1591.0,Hyundai,Creta 1.6 VTVT SX Plus Dual Tone,Manual,Petrol,Chennai,1200000
2021,40000,150.0,15.2,1997.0,Mahindra,Thar LX 4WD Convert Top AT BSVI,Automatic,Petrol,Chennai,1450000
2020,39631,113.45,18.0,1493.0,Hyundai,Creta SX Diesel,Manual,Diesel,Chennai,1150000
2019,44255,81.86,20.14,1197.0,Hyundai,Xcent 1.2 VTVT S,Manual,Petrol,Chennai,560000
2018,34471,81.8,21.21,1197.0,Maruti,Swift LXI,Manual,Petrol,Chennai,525000
2017,120000,163.7,17.9,1998.0,Chevrolet,Cruze LTZ,Manual,Diesel,Coimbatore,750000
2023,10000,84.48,20.09,1199.0,Tata,Tiago XT Rhythm,Manual,Petrol,Chennai,590000
2022,30000,147.51,18.67,1498.0,Volkswagen,Virtus GT Plus DSG BSVI,Automatic,Petrol,Chennai,1600000
2021,60000,187.74,19.529431028174166,1998.0,Audi,A4 Premium Plus,Automatic,Petrol,Chennai,2450000
2020,60000,194.0,19.529431028174166,1950.0,Mercedes-Benz,C-Class Progressive C 220d,Automatic,Diesel,Coimbatore,3300000
2022,12000,168.0,17.1,1956.0,Jeep,Compass 2.0 Model S Opt,Manual,Diesel,Chennai,2250000
2018,50000,67.0,23.01,999.0,Renault,KWID Climber 1.0 MT,Manual,Petrol,Chennai,350000
2016,22454,81.8,20.52,1197.0,Maruti,Wagon R VXI 1.2,Manual,Petrol,Chennai,426000
2013,118127,88.0,20.14,1498.0,Volkswagen,Polo 1.5 TDI Highline,Manual,Diesel,Chennai,337000
2019,82655,71.01,20.0,999.0,Renault,Triber RXZ,Manual,Petrol,Chennai,478000
2016,45445,82.0,18.9,1197.0,Hyundai,Grand i10 Asta Option AT,Automatic,Petrol,Chennai,465000
2016,40000,74.0,16.2,1199.0,Volkswagen,Polo 1.2 MPI Highline,Manual,Petrol,Chennai,459999
2023,17000,82.0,20.36,1197.0,Hyundai,Venue SX,Manual,Petrol,Chennai,1050000
2022,25081,103.2,19.01,1462.0,Maruti,XL6 Zeta,Manual,Petrol,Chennai,971000
2021,30000,88.5,22.61,1197.0,Maruti,Swift Dzire VXI AT BSVI,Automatic,Petrol,Coimbatore,700000
2022,17000,115.0,20.0,1497.0,Mahindra,XUV300 W8 Diesel BSVI,Manual,Diesel,Chennai,1190000
2017,39214,81.83,18.6,1197.0,Hyundai,i20 Asta 1.2,Manual,Petrol,Chennai,536000
2022,17300,321.84,19.529431028174166,1440.1495461749028,BMW,iX xDrive40,Automatic,Electric,Chennai,8590000
2017,58800,248.0,13.55,1984.0,Audi,Q7 40 TFSI Quattro Technology,Automatic,Petrol,Gurgaon,4390000
2023,15000,147.51,19.529431028174166,2393.0,Toyota,Innova Crysta 2.4 Zx 7Str,Manual,Diesel,Chennai,2750000
2022,26967,67.06,22.3,999.0,Renault,KWID 1.0 RXT AMT BSVI,Automatic,Petrol,Chennai,478000
2018,73837,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Magna AT,Automatic,Petrol,Chennai,462000
2019,60800,181.0,19.529431028174166,1968.0,Audi,Q3 35 TDI Quattro Premium Plus,Automatic,Diesel,Gurgaon,2089999
2017,67931,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Asta,Manual,Petrol,Chennai,421000
2022,29592,46.3,19.7,796.0,Maruti,Alto 800 LXi,Manual,Petrol,Chennai,374000
2020,69524,113.42,17.8,1493.0,Kia,Seltos HTK Plus AT D,Automatic,Diesel,Chennai,1205000
2018,52000,190.0,19.529431028174166,1995.0,BMW,3 Series 320d,Automatic,Diesel,Chennai,3000000
2023,17425,67.06,21.46,999.0,Renault,KWID 1.0 RXT,Manual,Petrol,Chennai,467000
2022,34000,98.63,25.0,1493.0,Hyundai,i20 Sportz Diesel,Manual,Diesel,Chennai,855000
2019,55529,117.6,18.0,1497.0,Honda,City i-VTEC CVT ZX,Automatic,Petrol,Chennai,839000
2023,11000,108.91762795275592,19.529431028174166,1497.0,Hyundai,Verna SX IVT,Automatic,Petrol,Chennai,1450000
2022,30258,86.83,18.5,1199.0,Tata,Altroz XZA Plus Dark Edition DCT BSVI,Automatic,Petrol,Chennai,700000
2016,50000,121.3,13.0,1591.0,Hyundai,Creta 1.6 VTVT SX Plus,Manual,Petrol,Coimbatore,650000
2015,1350000,174.33,17.11,1968.0,Audi,A4 35 TDI Premium,Automatic,Diesel,Chennai,1650000
2020,14000,81.86,20.1,1197.0,Hyundai,Aura SX Plus AMT,Automatic,Petrol,Chennai,650000
2023,20000,76.43,31.12,1197.0,Maruti,Swift Dzire VXI CNG BSVI,Manual,CNG,Chennai,800000
2011,68646,78.9,16.95,1197.0,Hyundai,i10 Sportz AT,Automatic,Petrol,Chennai,280000
2013,86251,107.3,19.529431028174166,2143.0,Mercedes-Benz,A Class A180 CDI,Automatic,Diesel,Chennai,990000
2023,5000,187.74,19.529431028174166,1950.0,Mercedes-Benz,GLA 220d 4M BSVI,Automatic,Diesel,Chennai,5500000
2014,96386,108.91762795275592,19.529431028174166,1086.0,Hyundai,Santro GLS I - Euro I,Manual,Petrol,Chennai,260000
2016,128173,88.7,23.5,1498.0,Ford,Fiesta Diesel Style,Manual,Diesel,Chennai,522000
2024,5000,335.25,19.529431028174166,2995.0,Audi,Q7 Technology WO Matrix,Automatic,Petrol,Chennai,8690000
2011,160000,68.0,20.0,1399.0,Ford,Figo Diesel ZXI,Manual,Diesel,Coimbatore,133000
2022,32644,67.06,21.46,999.0,Renault,KWID CLIMBER BSVI,Manual,Petrol,Chennai,507000
2020,40856,118.35,18.2,998.0,Kia,Sonet HTX Turbo iMT,Automatic,Petrol,Chennai,852000
2018,7586,67.0,21.74,999.0,Renault,KWID 1.0 RXT Opt,Manual,Petrol,Chennai,380000
2019,63388,81.8,21.01,1197.0,Maruti,Baleno Alpha,Manual,Petrol,Chennai,670000
2018,33155,68.0,20.3,1086.0,Hyundai,Santro Magna AMT BSIV,Automatic,Petrol,Chennai,421000
2016,66976,47.3,24.7,796.0,Maruti,Alto 800 VXI Optional,Manual,Petrol,Chennai,258000
2018,32910,82.0,18.15,1198.0,Mahindra,KUV 100 mFALCON G80 K8 Dual Tone,Manual,Petrol,Chennai,490000
2010,56000,78.9,16.95,1197.0,Hyundai,i10 Sportz 1.2 AT,Automatic,Petrol,Chennai,275000
2024,10000,71.01,20.0,999.0,Renault,Triber RXZ Dual Tone,Manual,Petrol,Chennai,980000
2020,37000,121.3,15.8,1591.0,Hyundai,Creta 1.6 SX,Manual,Petrol,Chennai,1275000
2016,96253,81.83,18.6,1197.0,Hyundai,i20 Sportz 1.2,Manual,Petrol,Chennai,471000
2021,80000,81.8,21.21,1197.0,Maruti,Swift AMT VXI,Automatic,Petrol,Coimbatore,530000
2018,57196,67.0,24.04,999.0,Renault,KWID 1.0 AMT RXT,Automatic,Petrol,Chennai,339000
2020,9000,108.91762795275592,19.529431028174166,1197.0,Hyundai,i20 Asta Opt,Manual,Petrol,Chennai,770000
2015,160000,100.6,19.529431028174166,2494.0,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,Manual,Diesel,Coimbatore,1090000
2018,26800,67.1,23.95,998.0,Maruti,Alto K10 VXI AGS Optional,Automatic,Petrol,Chennai,380000
2014,46412,81.83,18.6,1197.0,Hyundai,i20 Asta 1.2,Manual,Petrol,Chennai,498000
2023,37812,254.79,15.39,1998.0,BMW,3 Series Gran Limousine 330Li M Sport BSVI,Automatic,Petrol,Coimbatore,4990000
2019,58000,241.3,14.11,1984.0,Audi,A6 45 TFSI Technology WO Matrix BSVI,Automatic,Petrol,Gurgaon,3590000
2018,61190,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Manual,Petrol,Chennai,553000
2011,52213,79.4,18.6,1199.0,Chevrolet,Beat LS,Manual,Petrol,Chennai,195000
2015,38000,258.0,19.529431028174166,2993.0,BMW,7 Series 730Ld,Automatic,Diesel,Chennai,2700000
2016,90966,88.5,24.3,1248.0,Maruti,Vitara Brezza ZDi Plus Dual Tone,Manual,Diesel,Chennai,638000
2022,57237,113.98,18.41,999.0,Volkswagen,Taigun 1.0 TSI Topline AT BSVI,Automatic,Petrol,Chennai,1200000
2015,56000,126.2,23.9,1582.0,Hyundai,Verna 1.6 CRDi SX,Manual,Diesel,Chennai,645000
2022,65369,71.02,18.75,999.0,Nissan,Magnite XV Premium BSVI,Manual,Petrol,Chennai,675000
2016,110000,98.96,21.7,1498.0,Ford,Ecosport 1.5 Diesel Titanium Plus,Manual,Diesel,Chennai,525000
2020,40172,118.35,18.0,998.0,Hyundai,Venue SX Opt iMT,Manual,Petrol,Chennai,780000
2015,87639,86.8,16.5,1198.0,Honda,Brio VX AT,Automatic,Petrol,Chennai,386000
2013,110000,84.8,21.64,1461.0,Renault,Scala Diesel RxL,Manual,Diesel,Chennai,350000
2020,50000,167.67,16.65,1956.0,MG,Hector Plus Sharp Diesel MT,Manual,Diesel,Coimbatore,1550000
2020,75000,187.7,19.529431028174166,1995.0,BMW,X3 xDrive 20d xLine,Automatic,Diesel,Chennai,3850000
2021,40898,118.35,18.27,998.0,Hyundai,Venue SX Turbo,Manual,Petrol,Chennai,866000
2015,120000,174.33,19.529431028174166,1968.0,Audi,Q3 35 TDI Quattro Premium Plus,Automatic,Diesel,Coimbatore,1800000
2018,90115,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Magna AT,Automatic,Petrol,Chennai,389000
2020,43000,261.5,13.38,2993.0,BMW,X5 xDrive 30d xLine,Automatic,Diesel,Chennai,7900000
2021,54391,108.62,18.97,999.0,Skoda,Rapid 1.0 TSI Ambition,Manual,Petrol,Chennai,698000
2021,38676,65.71,21.7,998.0,Maruti,S-Presso VXI 2019-2022,Manual,Petrol,Chennai,395000
2019,36662,81.83,18.6,1197.0,Hyundai,i20 Sportz 1.2,Manual,Petrol,Chennai,593000
2021,26000,103.2,19.01,1462.0,Maruti,XL6 Zeta,Manual,Petrol,Chennai,1090000
2017,67519,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,Manual,Petrol,Chennai,438000
2021,40000,119.35,18.6,1498.0,Honda,City ZX MT,Manual,Petrol,Coimbatore,1000000
2019,19000,121.3,15.8,1591.0,Hyundai,Creta 1.6 SX Dual Tone,Manual,Petrol,Chennai,960000
2018,19503,81.83,18.6,1197.0,Hyundai,i20 Asta 1.2,Manual,Petrol,Chennai,668000
2014,90000,82.0,18.9,1197.0,Hyundai,Grand i10 Magna,Manual,Petrol,Chennai,375000
2014,64253,203.2,19.529431028174166,2143.0,Mercedes-Benz,M-Class ML 250 CDI,Automatic,Diesel,Coimbatore,2390000
2019,50512,113.43,16.8,1353.0,Kia,Seltos GTX,Manual,Petrol,Chennai,1103000
2021,62512,67.05,21.7,998.0,Maruti,S-Presso VXI Plus AT 2019-2022,Automatic,Petrol,Chennai,437000
2014,70000,81.86,19.1,1197.0,Hyundai,Xcent 1.2 Kappa S Option,Manual,Petrol,Coimbatore,360000
